from,to,area_en,area_es,area_fr,qty,m2,remarks_en,remarks_es,remarks_fr,room_en,room_es,room_fr
APSI,,Acute inpatient zone,Zona de hospitalización aguda,Zone d'hospitalisation aiguë,1,14,Decentralised base for staff./.consumer engagement. Allocation of area may be adjusted between the staff./.consumer interface and clinical workroom.,Base descentralizada para el compromiso del personal / consumidor. La asignación de área se puede ajustar entre la interfaz personal / consumidor y el salón de trabajo clínico.,Base décentralisée pour l'engagement du personnel/des consommateurs. La répartition de la zone peut être ajustée entre l'interface personnel/utilisateur et la salle de travail clinique.,,,
APSI,OFF-CLN,Acute inpatient zone,Zona de hospitalización aguda,Zone d'hospitalisation aiguë,1,15,,yaya,,Office - Clinical Workroom,Oficina - Sala de trabajo clínico,Bureau - Salle de travail clinique
APSI,DINBEV-25,Acute inpatient zone,Zona de hospitalización aguda,Zone d'hospitalisation aiguë,1,40,Space to be distributed to support separated pods.  ,Espacio que se distribuirá para admitir vainas separadas.,Espace à répartir pour supporter les cosses séparées.,"Dining Room/Beverage Bay (Mental Health), 25m2","Comedor/Bodega (Salud Mental), 25m2","Salle à manger/Baie à boissons (Santé mentale), 25m2"
APSI,,Acute inpatient zone,Zona de hospitalización aguda,Zone d'hospitalisation aiguë,1,30,Space to be distributed to support separated pods.  ,Espacio que se distribuirá para admitir vainas separadas.,Espace à répartir pour supporter les cosses séparées.,,,
APSI,LNPT-10,Acute inpatient zone,Zona de hospitalización aguda,Zone d'hospitalisation aiguë,2,10,"Quiet lounge areas for reading, reflection. One may be designated for a special group / gender specific, ie one per pod.","Salones tranquilos para lectura, reflexión. Se puede designar uno para un grupo especial / específico de género, es decir, uno por grupo.","Coins salons calmes pour la lecture, la réflexion. Un peut être désigné pour un groupe spécial/spécifique au genre, c'est-à-dire un par groupe.","Lounge - Patient / Family, 10m2","Sala de estar - Paciente / Familia, 10m2","Salon - Patient / Famille, 10m2"
APSI,,Acute inpatient zone,Zona de hospitalización aguda,Zone d'hospitalisation aiguë,1,30,"Includes computers, television, lounges.","Incluye computadoras, televisión, salones.","Comprend les ordinateurs, la télévision, les salons.",,,
APSI,TRMT-HTS,Acute inpatient zone,Zona de hospitalización aguda,Zone d'hospitalisation aiguë,1,20,,yaya,,Treatment Room - Hand Therapy / Splinting,Sala de tratamiento - Terapia de manos / Férula,Salle de traitement - Thérapie de la main / attelle
APSI,,Acute inpatient zone,Zona de hospitalización aguda,Zone d'hospitalisation aiguë,1,20, ,,,,,
APSI,,Acute inpatient zone,Zona de hospitalización aguda,Zone d'hospitalisation aiguë,1,12,,yaya,,,,
APSI,,Acute inpatient zone,Zona de hospitalización aguda,Zone d'hospitalisation aiguë,1,12,Sized for consumer use and group activities. Access to HWB required.  May be adapted for use as ADL kitchen.,Tamaño para uso del consumidor y actividades grupales. Se requiere acceso a HWB. Se puede adaptar para su uso como cocina ADL.,Dimensionné pour un usage grand public et des activités de groupe. Accès à HWB requis. Peut être adapté pour être utilisé comme cuisine ADL.,,,
APSI,LAUN-MH,Acute inpatient zone,Zona de hospitalización aguda,Zone d'hospitalisation aiguë,1,6,,yaya,,"Laundry - Mental Health, 6m2","Lavandería - Salud mental, 6m2","Blanchisserie - Santé mentale, 6m2"
APSI,WCAC,Acute inpatient zone,Zona de hospitalización aguda,Zone d'hospitalisation aiguë,1,6,Access from recreational areas.,Acceso desde áreas recreativas.,Accès depuis les aires de loisirs.,Toilet - Accessible,Aseo - Accesible,Toilette - Accessible
APSI,STPP,Acute inpatient zone,Zona de hospitalización aguda,Zone d'hospitalisation aiguë,1,8,,yaya,,Store - Patient Property,Tienda - Propiedad del paciente,Magasin - Propriété du patient
APSI,4BR-ST,Acute inpatient zone,Zona de hospitalización aguda,Zone d'hospitalisation aiguë,1,120,"Based on 7.5m2 per person and 100% utilisation / occupancy. Weather protection required.
Courtyard space to be distributed to support separated pods.  ","Basado en 7.5m2 por persona y 100% de utilización / ocupación. Se requiere protección contra la intemperie.
El espacio del patio se distribuirá para apoyar las cápsulas separadas.","Basé sur 7,5 m2 par personne et 100 % d'utilisation/occupation. Protection contre les intempéries requise.
Espace de cour à distribuer pour soutenir les cosses séparées.",4 Bed Room - Inboard Ensuite,Habitación de 4 camas - con baño interior,Chambre à 4 lits - Inboard Ensuite
APSI,CIR,Acute inpatient zone,Zona de hospitalización aguda,Zone d'hospitalisation aiguë,,0.32,,yaya,,Discount circulation,Descuento en la circulación,Circulation à prix réduit
APSI,AIRLE-12,High dependency,Alta dependencia,Dépendance élevée,1,10,"Secure, covered entry for ambulance transfers or highly agitated or distressed consumers.",Entrada segura y cubierta para traslados en ambulancia o consumidores muy agitados o angustiados.,Entrée sécurisée et couverte pour les transferts en ambulance ou les consommateurs très agités ou en détresse.,"Airlock - Entry, 12m2","Esclusa - Entrada, 12m2","Sas - Entrée, 12m2"
APSI,1BR-MH-A,High dependency,Alta dependencia,Dépendance élevée,6,15,,yaya,,"1 Bed Room - Mental Health - Inboard Ensuite, 15m2","Habitación de 1 cama - Salud mental - Baño interior, 15m2","Chambre à 1 lit - Santé mentale - Inboard Ensuite, 15m2"
APSI,ENS-MH-A,High dependency,Alta dependencia,Dépendance élevée,6,5,Some jurisdictions may substitute individual ensuites accessed from the bedroom with individual ensuites accessed off the corridor. Refer to local jurisdictional policies.,Algunas jurisdicciones pueden sustituir los baños individuales a los que se accede desde el dormitorio por baños individuales a los que se accede desde el pasillo. Consulte las políticas jurisdiccionales locales.,Certaines juridictions peuvent remplacer les salles de bains individuelles accessibles depuis la chambre par des salles de bains individuelles accessibles depuis le couloir. Se référer aux politiques juridictionnelles locales.,"Ensuite - Mental Health, Inboard, 5m2","Ensuite - Salud mental, Interior, 5m2","Ensuite - Santé mentale, Inboard, 5m2"
APSI,BHWS-B,High dependency,Alta dependencia,Dépendance élevée,1,1,,yaya,,"Bay - Handwashing, Type B","Bahía - Lavado de manos, tipo B","Baie - Lavage des mains, type B"
APSI,,High dependency,Alta dependencia,Dépendance élevée,1,10,Allocation of area may be adjusted between the staff / consumer interface and clinical workroom.,La asignación de área puede ajustarse entre la interfaz personal / consumidor y el salón de trabajo clínico.,La répartition de la zone peut être ajustée entre l'interface personnel/consommateur et la salle de travail clinique.,,,
APSI,OFF-CLN,High dependency,Alta dependencia,Dépendance élevée,1,15,,yaya,,Office - Clinical Workroom,Oficina - Sala de trabajo clínico,Bureau - Salle de travail clinique
APSI,,High dependency,Alta dependencia,Dépendance élevée,1,60,Based on 10m2 per person. May be sub-divided / partitioned including options for quiet and group areas. Includes controlled access to beverage bay with chilled water.,"Basado en 10m2 por persona. Puede subdividirse / particionarse, incluidas las opciones para áreas silenciosas y grupales. Incluye acceso controlado a la bahía de bebidas con agua fría.","Sur la base de 10m2 par personne. Peut être subdivisé / partitionné, y compris des options pour les zones calmes et de groupe. Comprend un accès contrôlé à la baie de boissons avec de l'eau réfrigérée.",,,
APSI,,High dependency,Alta dependencia,Dépendance élevée,1,12,,yaya,,,,
APSI,WCAC,High dependency,Alta dependencia,Dépendance élevée,1,6,Access from recreational areas,Acceso desde áreas recreativas,Accès depuis les aires de loisirs,Toilet - Accessible,Aseo - Accesible,Toilette - Accessible
APSI,4BR-ST,High dependency,Alta dependencia,Dépendance élevée,1,60,10m2 per consumer - weather protection required,10m2 por consumidor - se requiere protección contra la intemperie,10m2 par consommateur - protection contre les intempéries requise,4 Bed Room - Inboard Ensuite,Habitación de 4 camas - con baño interior,Chambre à 4 lits - Inboard Ensuite
APSI,CIR,High dependency,Alta dependencia,Dépendance élevée,,0.32,,yaya,,Discount circulation,Descuento en la circulación,Circulation à prix réduit
APSI,INTF-MH,clinical support,apoyo clínico,soutien clinique,2,14,Based on 1 interview / consult / treatment room per 5 beds, (1 also included near reception).,Basado en 1 sala de entrevista / consulta / tratamiento por cada 5 camas,Interview Room - Mental Health,Sala de entrevistas - Salud mental,Salle d'entretien - Santé mentale
APSI,TRMT,clinical support,apoyo clínico,soutien clinique,1,14,Based on 1 interview / consult / treatment room per 5 beds,Basado en 1 sala de entrevista / consulta / tratamiento por cada 5 camas,Sur la base de 1 entretien / consultation / salle de soins pour 5 lits,Treatment Room,Sala de tratamiento,Salle de traitement
APSI,OFF-S9,clinical support,apoyo clínico,soutien clinique,1,9,Subject to staffing profile ,Sujeto al perfil de la dotación de personal,Sous réserve du profil du personnel,"Office - Single Person, 9m2","Oficina - Persona sola, 9m2","Bureau - Personne seule, 9m2"
APSI,OFF-2P,clinical support,apoyo clínico,soutien clinique,1,12,Subject to staffing profile,Sujeto al perfil de la dotación de personal,Sous réserve du profil du personnel,"Office - 2 Person Shared, 12m2","Oficina - 2 personas compartidas, 12m2","Bureau - partagé par 2 personnes, 12m2"
APSI,CLUR-14,clinical support,apoyo clínico,soutien clinique,1,16,Includes spatial allocation for resuscitation trolley (1.5m2),"Incluye asignación espacial para carro de reanimación (1,5m2)","Comprend une allocation spatiale pour le chariot de réanimation (1,5 m2)","Clean Utility/ Medication Room, 14m2","Cuarto de servicio/medicina limpio, 14m2","Pièce utilitaire/médicaments propre, 14m2"
APSI,BLIN,clinical support,apoyo clínico,soutien clinique,2,2,Enclosed and lockable,Cerrado y con llave,Fermé et verrouillable,Bay - Linen,Bahía - Lino,Baie - Lin
APSI,BLIN,clinical support,apoyo clínico,soutien clinique,2,1,"Recessed off corridor, for consumer access.","Pasillo empotrado, para acceso de los consumidores.","En retrait du couloir, pour l'accès des consommateurs.",Bay - Linen,Bahía - Lino,Baie - Lin
APSI,BMT-4,clinical support,apoyo clínico,soutien clinique,1,4,,yaya,,"Bay - Meal Trolley, 4m2","Bahía - Carro de comidas, 4m2","Baie - Chariot à repas, 4m2"
APSI,,clinical support,apoyo clínico,soutien clinique,1,20,"Optional, if food services is bulk supply rethermalisation model.","Opcional, si los servicios de alimentación son modelo de retermalización de suministro a granel.","Facultatif, si la restauration est un modèle de rethermalisation de l'approvisionnement en vrac.",,,
APSI,CLRM-5,clinical support,apoyo clínico,soutien clinique,1,5,,yaya,,"Cleaner's Room, 5m2","Cuarto de limpieza, 5m2","Salle de nettoyage, 5m2"
APSI,DTUR-10,clinical support,apoyo clínico,soutien clinique,1,10,,yaya,,"Dirty Utility, 10m2","Utilidad sucia, 10m2","Utilitaire sale, 10m2"
APSI,DISP-10,clinical support,apoyo clínico,soutien clinique,1,10,,yaya,,"Disposal Room, 10m2","Sala de desechos, 10m2","Salle d'élimination, 10m2"
APSI,STEQ-14,clinical support,apoyo clínico,soutien clinique,1,14,Mobility aids and medical equipment storage. ,Ayudas a la movilidad y almacenamiento de equipos médicos.,Aides à la mobilité et stockage de matériel médical.,"Store - Equipment, 14m2","Tienda - Equipo, 14m2","Magasin - Équipement, 14m2"
APSI,STGN,clinical support,apoyo clínico,soutien clinique,1,9,General storage.,Almacenamiento general.,Stockage général.,Store - General,Tienda - General,Magasin - Général
APSI,CIR,clinical support,apoyo clínico,soutien clinique,,0.32,,yaya,,Discount circulation,Descuento en la circulación,Circulation à prix réduit
APSI,OFF-S12,staff areas,áreas de personal,zones du personnel,1,12,Director,Director,Réalisateur,"Office - Single Person, 12m2","Oficina - Persona sola, 12m2","Bureau - Personne seule, 12m2"
APSI,OFF-S9,staff areas,áreas de personal,zones du personnel,1,9,Optional. Number determined by staff establishment.,Opcional. Número determinado por plantilla.,Optionnel. Nombre déterminé par l'établissement du personnel.,"Office - Single Person, 9m2","Oficina - Persona sola, 9m2","Bureau - Personne seule, 9m2"
APSI,,staff areas,áreas de personal,zones du personnel,4.4,,"Number determined by staff establishment. For a range of medical, nursing, allied health and administrative staff. ","Número determinado por plantilla. Para una amplia gama de personal médico, de enfermería, sanitario afín y administrativo.","Nombre déterminé par l'établissement du personnel. Pour une gamme de personnel médical, infirmier, paramédical et administratif.",,,
APSI,STPS-8,staff areas,áreas de personal,zones du personnel,1,8,May be incorporated as open plan space allocation.,Puede incorporarse como asignación de espacio de planta abierta.,Peut être incorporé comme attribution d'espace à aire ouverte.,"Store - Photocopy/ Stationery, 8m2","Tienda - Fotocopias / Papelería, 8m2","Magasin - Photocopie/papeterie, 8m2"
APSI,MEET-L-20,staff areas,áreas de personal,zones du personnel,1,20,,yaya,,"Meeting Room, 20m2","Sala de reuniones, 20m2","Salle de réunion, 20m2"
APSI,SRM-15,staff areas,áreas de personal,zones du personnel,1,15,,yaya,,"Staff Room, 15m2","Sala de personal, 15m2","Salle du personnel, 15m2"
APSI,BPROP,staff areas,áreas de personal,zones du personnel,1,2,,yaya,,"Bay - Property, Staff","Bahía - Propiedad, Personal","Baie - Propriété, Personnel"
APSI,SHST,staff areas,áreas de personal,zones du personnel,1,3,,yaya,,Shower - Staff,Ducha - Personal,Douche - Personnel
APSI,WCST,staff areas,áreas de personal,zones du personnel,2,3,,yaya,,Toilet - Staff,Aseo - Personal,Toilette - Personnel
APSI,SSTN-20,staff areas,áreas de personal,zones du personnel,1,20,,yaya,,"Staff Station, 20m2","Estación de personal, 20m2","Poste du personnel, 20m2"
APSI,CIR,staff areas,áreas de personal,zones du personnel,,0.25,,yaya,,Discount circulation,Descuento en la circulación,Circulation à prix réduit
AGP,AIRLE-12,entry,entrada,entrée,1,10,Wind protection / security,Protección / seguridad contra el viento,Protection contre le vent / sécurité,"Airlock - Entry, 12m2","Esclusa - Entrada, 12m2","Sas - Entrée, 12m2"
AGP,RECL-12,entry,entrada,entrée,1,12,,yaya,,"Reception/ Clerical, 12m2","Recepción/Administración, 12m2","Réception/Commis, 12m2"
AGP,WAIT-10,entry,entrada,entrée,1,15,,yaya,,"Waiting, 10m2","Espera, 10m2","Attente, 10m2"
AGP,WCAC,entry,entrada,entrée,1,6,,yaya,,Toilet - Accessible,Aseo - Accesible,Toilette - Accessible
AGP,WCPU,entry,entrada,entrée,2,3 (o),Optional,Opcional,Optionnel,Toilet - Public ,Aseo - Público,Toilettes publiques
AGP,BPROP,entry,entrada,entrée,1,2,Lockers for visitors,Taquillas para visitantes,Casiers pour les visiteurs,"Bay - Property, Staff","Bahía - Propiedad, Personal","Baie - Propriété, Personnel"
AGP,INTF-MH,entry,entrada,entrée,1,14,,yaya,,Interview Room - Mental Health,Sala de entrevistas - Salud mental,Salle d'entretien - Santé mentale
AGP,MEET-L-20,entry,entrada,entrée,1,20,"Multipurpose - may be used for meetings / case conferences  / education with large families, other external visitors, consumer groups, family reflection etc.","Multiusos: se puede utilizar para reuniones / conferencias de casos / educación con familias numerosas, otros visitantes externos, grupos de consumidores, reflexión familiar, etc.","Polyvalent - peut être utilisé pour des réunions/conférences de cas/éducation avec des familles nombreuses, d'autres visiteurs externes, des groupes de consommateurs, une réflexion familiale, etc.","Meeting Room, 20m2","Sala de reuniones, 20m2","Salle de réunion, 20m2"
